"","taxon.name"
"2478","OTU_2348"
"2479","OTU_3236"
"2480","OTU_3136"
"2481","OTU_3141"
"2482","OTU_2498"
"2483","OTU_3070"
"2484","OTU_2969"
"2485","OTU_695"
"2486","OTU_2169"
"2487","OTU_2138"
"2488","OTU_2272"
"2489","OTU_2251"
"2490","OTU_2620"
"2491","OTU_2508"
"2492","OTU_2207"
"2493","OTU_2252"
"2494","OTU_2214"
"2495","OTU_2173"
"2496","OTU_2618"
"2497","OTU_2790"
"2498","OTU_2600"
"2499","OTU_3190"
"2500","OTU_2162"
"2501","OTU_2142"
"2502","OTU_2990"
"2503","OTU_2218"
"2504","OTU_2126"
"2505","OTU_3049"
"2506","OTU_2210"
"2507","OTU_2101"
"2508","OTU_2440"
"2509","OTU_2591"
"2510","OTU_2143"
"2511","OTU_2185"
"2512","OTU_2219"
"2513","OTU_2260"
"2514","OTU_2108"
"2515","OTU_2165"
"2516","OTU_2461"
"2517","OTU_2177"
"2518","OTU_2117"
"2519","OTU_2112"
"2520","OTU_2257"
"2521","OTU_2270"
"2522","OTU_2658"
"2523","OTU_2221"
"2524","OTU_3211"
"2525","OTU_3169"
"2526","OTU_3077"
"2527","OTU_3276"
"2528","OTU_2919"
"2529","OTU_3266"
"2530","OTU_3332"
"2531","OTU_2966"
"2532","OTU_3182"
"2533","OTU_3275"
"2534","OTU_3298"
"2535","OTU_2282"
"2536","OTU_2758"
"2537","OTU_2176"
"2538","OTU_80"
"2539","OTU_290"
"2540","OTU_1804"
"2541","OTU_1834"
"2542","OTU_1919"
"2543","OTU_1898"
"2544","OTU_1901"
"2545","OTU_1671"
"2546","OTU_1828"
"2547","OTU_989"
"2548","OTU_1845"
"2549","OTU_1921"
"2550","OTU_1920"
"2551","OTU_2426"
"2552","OTU_2538"
"2553","OTU_2462"
"2554","OTU_2550"
"2555","OTU_2317"
"2556","OTU_816"
"2557","OTU_903"
"2558","OTU_902"
"2559","OTU_846"
"2560","OTU_877"
"2561","OTU_874"
"2562","OTU_876"
"2563","OTU_836"
"2564","OTU_2557"
"2565","OTU_847"
"2566","OTU_2130"
"2567","OTU_2241"
"2568","OTU_2243"
"2569","OTU_2163"
"2570","OTU_2246"
"2571","OTU_2319"
"2572","OTU_2049"
"2573","OTU_2066"
"2574","OTU_2051"
"2575","OTU_2018"
"2576","OTU_2023"
"2577","OTU_2095"
"2578","OTU_2030"
"2579","OTU_2093"
"2580","OTU_2060"
"2581","OTU_2032"
"2582","OTU_2078"
"2583","OTU_2019"
"2584","OTU_2092"
"2585","OTU_2048"
"2586","OTU_2044"
"2587","OTU_2313"
"2588","OTU_2312"
"2589","OTU_2315"
"2590","OTU_2206"
"2591","OTU_2316"
"2592","OTU_2052"
"2593","OTU_2099"
"2594","OTU_2064"
"2595","OTU_2017"
"2596","OTU_2098"
"2597","OTU_2303"
"2598","OTU_2204"
"2599","OTU_2118"
"2600","OTU_612"
"2601","OTU_2314"
"2602","OTU_1813"
"2603","OTU_2433"
"2604","OTU_3229"
"2605","OTU_2898"
"2606","OTU_3200"
"2607","OTU_3257"
"2608","OTU_3117"
"2609","OTU_2014"
"2610","OTU_2259"
"2611","OTU_2323"
"2612","OTU_2247"
"2613","OTU_2322"
"2614","OTU_2195"
"2615","OTU_3470"
"2616","OTU_2197"
"2617","OTU_2057"
"2618","OTU_2275"
"2619","OTU_2325"
"2620","OTU_2105"
"2621","OTU_2020"
"2622","OTU_2103"
"2623","OTU_2590"
"2624","OTU_2326"
"2625","OTU_2217"
"2626","OTU_2324"
"2627","OTU_2128"
"2628","OTU_2245"
"2629","OTU_2027"
"2630","OTU_2033"
"2631","OTU_2097"
"2632","OTU_2047"
"2633","OTU_2096"
"2634","OTU_2021"
"2635","OTU_2022"
"2636","OTU_2100"
"2637","OTU_2034"
"2638","OTU_2026"
"2639","OTU_2891"
"2640","OTU_2693"
"2641","OTU_2038"
"2642","OTU_2065"
"2643","OTU_3445"
"2644","OTU_2352"
"2645","OTU_2410"
"2646","OTU_3463"
"2647","OTU_3355"
"2648","OTU_3456"
"2649","OTU_3460"
"2650","OTU_3441"
"2651","OTU_3370"
"2652","OTU_3448"
"2653","OTU_2888"
"2654","OTU_3294"
"2655","OTU_3430"
"2656","OTU_3403"
"2657","OTU_3395"
"2658","OTU_3426"
"2659","OTU_2535"
"2660","OTU_3281"
"2661","OTU_2459"
"2662","OTU_2347"
"2663","OTU_2362"
"2664","OTU_2327"
"2665","OTU_3375"
"2666","OTU_3373"
"2667","OTU_3438"
"2668","OTU_2750"
"2669","OTU_2552"
"2670","OTU_3439"
"2671","OTU_2789"
"2672","OTU_2751"
"2673","OTU_2160"
"2674","OTU_3287"
"2675","OTU_2365"
"2676","OTU_2627"
"2677","OTU_2496"
"2678","OTU_2556"
"2679","OTU_2355"
"2680","OTU_2474"
"2681","OTU_2479"
"2682","OTU_2150"
"2683","OTU_3299"
"2684","OTU_3461"
"2685","OTU_3282"
"2686","OTU_2793"
"2687","OTU_3415"
"2688","OTU_2402"
"2689","OTU_2857"
"2690","OTU_2116"
"2691","OTU_3338"
"2692","OTU_822"
"2693","OTU_2394"
"2694","OTU_702"
"2695","OTU_2455"
"2696","OTU_3337"
"2697","OTU_3283"
"2698","OTU_3326"
"2699","OTU_921"
"2700","OTU_2533"
"2701","OTU_2404"
"2702","OTU_2855"
"2703","OTU_2794"
"2704","OTU_2753"
"2705","OTU_2727"
"2706","OTU_2624"
"2707","OTU_2881"
"2708","OTU_2688"
"2709","OTU_2705"
"2710","OTU_2810"
"2711","OTU_2883"
"2712","OTU_2778"
"2713","OTU_2679"
"2714","OTU_2878"
"2715","OTU_2602"
"2716","OTU_2776"
"2717","OTU_2545"
"2718","OTU_272"
"2719","OTU_341"
"2720","OTU_283"
"2721","OTU_344"
"2722","OTU_267"
"2723","OTU_332"
"2724","OTU_329"
"2725","OTU_221"
"2726","OTU_365"
"2727","OTU_118"
"2728","OTU_28"
"2729","OTU_179"
"2730","OTU_217"
"2731","OTU_252"
"2732","OTU_90"
"2733","OTU_8"
"2734","OTU_35"
"2735","OTU_16"
"2736","OTU_126"
"2737","OTU_105"
"2738","OTU_112"
"2739","OTU_2595"
"2740","OTU_3314"
"2741","OTU_2520"
"2742","OTU_3300"
"2743","OTU_3290"
"2744","OTU_2107"
"2745","OTU_3303"
"2746","OTU_3318"
"2747","OTU_3400"
"2748","OTU_3376"
"2749","OTU_3380"
"2750","OTU_3304"
"2751","OTU_3367"
"2752","OTU_3331"
"2753","OTU_3394"
"2754","OTU_3351"
"2755","OTU_3401"
"2756","OTU_3437"
"2757","OTU_3443"
"2758","OTU_3407"
"2759","OTU_3433"
"2760","OTU_3051"
"2761","OTU_3387"
"2762","OTU_3291"
"2763","OTU_823"
"2764","OTU_817"
"2765","OTU_875"
"2766","OTU_882"
"2767","OTU_3199"
"2768","OTU_2374"
"2769","OTU_3419"
"2770","OTU_2392"
"2771","OTU_2391"
"2772","OTU_2443"
"2773","OTU_2621"
"2774","OTU_476"
"2775","OTU_885"
"2776","OTU_2417"
"2777","OTU_3293"
"2778","OTU_3429"
"2779","OTU_2926"
"2780","OTU_3198"
"2781","OTU_3485"
"2782","OTU_3323"
"2783","OTU_3172"
"2784","OTU_3383"
"2785","OTU_3297"
"2786","OTU_2795"
"2787","OTU_3188"
"2788","OTU_2617"
"2789","OTU_2403"
"2790","OTU_2397"
"2791","OTU_661"
"2792","OTU_3385"
"2793","OTU_3325"
"2794","OTU_3435"
"2795","OTU_2469"
"2796","OTU_2168"
"2797","OTU_2706"
"2798","OTU_3295"
"2799","OTU_3302"
"2800","OTU_3378"
"2801","OTU_3414"
"2802","OTU_671"
"2803","OTU_2859"
"2804","OTU_2690"
"2805","OTU_845"
"2806","OTU_2548"
"2807","OTU_3402"
"2808","OTU_2773"
"2809","OTU_2872"
"2810","OTU_2111"
"2811","OTU_2703"
"2812","OTU_2792"
"2813","OTU_2106"
"2814","OTU_2289"
"2815","OTU_2151"
"2816","OTU_2309"
"2817","OTU_2276"
"2818","OTU_2194"
"2819","OTU_2292"
"2820","OTU_2198"
"2821","OTU_2670"
"2822","OTU_2311"
"2823","OTU_2178"
"2824","OTU_2285"
"2825","OTU_2265"
"2826","OTU_2306"
"2827","OTU_2042"
"2828","OTU_917"
"2829","OTU_2755"
"2830","OTU_2182"
"2831","OTU_2854"
"2832","OTU_2536"
"2833","OTU_2561"
"2834","OTU_1830"
"2835","OTU_1922"
"2836","OTU_1801"
"2837","OTU_1817"
"2838","OTU_3324"
"2839","OTU_2572"
"2840","OTU_3363"
"2841","OTU_3334"
"2842","OTU_2661"
"2843","OTU_596"
"2844","OTU_3321"
"2845","OTU_2424"
"2846","OTU_2024"
"2847","OTU_828"
"2848","OTU_873"
"2849","OTU_2393"
"2850","OTU_2752"
"2851","OTU_2851"
"2852","OTU_3292"
"2853","OTU_2616"
"2854","OTU_2606"
"2855","OTU_2707"
"2856","OTU_2756"
"2857","OTU_2852"
"2858","OTU_2196"
"2859","OTU_2725"
"2860","OTU_2691"
"2861","OTU_3329"
"2862","OTU_2537"
"2863","OTU_2563"
"2864","OTU_2724"
"2865","OTU_3358"
"2866","OTU_2660"
"2867","OTU_2427"
"2868","OTU_2568"
"2869","OTU_673"
"2870","OTU_208"
"2871","OTU_340"
"2872","OTU_130"
"2873","OTU_338"
"2874","OTU_3368"
"2875","OTU_683"
"2876","OTU_2350"
"2877","OTU_710"
"2878","OTU_3399"
"2879","OTU_2478"
"2880","OTU_2471"
"2881","OTU_2429"
"2882","OTU_2599"
"2883","OTU_3361"
"2884","OTU_2835"
"2885","OTU_2715"
"2886","OTU_2967"
"2887","OTU_3418"
"2888","OTU_3356"
"2889","OTU_3440"
"2890","OTU_3349"
"2891","OTU_3336"
"2892","OTU_3357"
"2893","OTU_2491"
"2894","OTU_3093"
"2895","OTU_3412"
"2896","OTU_3420"
"2897","OTU_3285"
"2898","OTU_2255"
"2899","OTU_3284"
"2900","OTU_2938"
"2901","OTU_3389"
"2902","OTU_2584"
"2903","OTU_3301"
"2904","OTU_2800"
"2905","OTU_2405"
"2906","OTU_3335"
"2907","OTU_2678"
"2908","OTU_3341"
"2909","OTU_2134"
"2910","OTU_3296"
"2911","OTU_2960"
"2912","OTU_3465"
"2913","OTU_2598"
"2914","OTU_2893"
"2915","OTU_3464"
"2916","OTU_2895"
"2917","OTU_2974"
"2918","OTU_2416"
"2919","OTU_3246"
"2920","OTU_2781"
"2921","OTU_3142"
"2922","OTU_3417"
"2923","OTU_3398"
"2924","OTU_3310"
"2925","OTU_2896"
"2926","OTU_3308"
"2927","OTU_3149"
"2928","OTU_2677"
"2929","OTU_2453"
"2930","OTU_2728"
"2931","OTU_2837"
"2932","OTU_2874"
"2933","OTU_2862"
"2934","OTU_2716"
"2935","OTU_2791"
"2936","OTU_2704"
"2937","OTU_2864"
"2938","OTU_3328"
"2939","OTU_2158"
"2940","OTU_919"
"2941","OTU_3316"
"2942","OTU_2406"
"2943","OTU_3484"
"2944","OTU_3306"
"2945","OTU_3392"
"2946","OTU_3410"
"2947","OTU_2663"
"2948","OTU_2565"
"2949","OTU_3452"
"2950","OTU_2154"
"2951","OTU_3428"
"2952","OTU_2802"
"2953","OTU_2988"
"2954","OTU_3457"
"2955","OTU_915"
"2956","OTU_3327"
"2957","OTU_3305"
"2958","OTU_2642"
"2959","OTU_3311"
"2960","OTU_3346"
"2961","OTU_3364"
"2962","OTU_3343"
"2963","OTU_3396"
"2964","OTU_3450"
"2965","OTU_3354"
"2966","OTU_3455"
"2967","OTU_3252"
"2968","OTU_2330"
"2969","OTU_2575"
"2970","OTU_2436"
"2971","OTU_3288"
"2972","OTU_2419"
"2973","OTU_2519"
"2974","OTU_3449"
"2975","OTU_2887"
"2976","OTU_2341"
"2977","OTU_3384"
"2978","OTU_2337"
"2979","OTU_2587"
"2980","OTU_2371"
"2981","OTU_2490"
"2982","OTU_2331"
"2983","OTU_2457"
"2984","OTU_2726"
"2985","OTU_2358"
"2986","OTU_2571"
"2987","OTU_2554"
"2988","OTU_3377"
"2989","OTU_3107"
"2990","OTU_3447"
"2991","OTU_3353"
"2992","OTU_2183"
"2993","OTU_2860"
"2994","OTU_2224"
"2995","OTU_3409"
"2996","OTU_3340"
"2997","OTU_2329"
"2998","OTU_2332"
"2999","OTU_3406"
"3000","OTU_3451"
"3001","OTU_2451"
"3002","OTU_2351"
"3003","OTU_2574"
"3004","OTU_2632"
"3005","OTU_2333"
"3006","OTU_2504"
"3007","OTU_3352"
"3008","OTU_2880"
"3009","OTU_3404"
"3010","OTU_2899"
"3011","OTU_1843"
"3012","OTU_2631"
"3013","OTU_2435"
"3014","OTU_3459"
"3015","OTU_2482"
"3016","OTU_2594"
"3017","OTU_2608"
"3018","OTU_2619"
"3019","OTU_2708"
"3020","OTU_2681"
"3021","OTU_2757"
"3022","OTU_2645"
"3023","OTU_2438"
"3024","OTU_2589"
"3025","OTU_3312"
"3026","OTU_2623"
"3027","OTU_3462"
"3028","OTU_3344"
"3029","OTU_614"
"3030","OTU_676"
"3031","OTU_2583"
"3032","OTU_3408"
"3033","OTU_3342"
"3034","OTU_3320"
"3035","OTU_3339"
"3036","OTU_2226"
"3037","OTU_911"
"3038","OTU_2897"
"3039","OTU_2576"
"3040","OTU_2432"
"3041","OTU_2476"
"3042","OTU_3423"
"3043","OTU_3374"
"3044","OTU_3348"
"3045","OTU_2541"
"3046","OTU_2650"
"3047","OTU_2894"
"3048","OTU_830"
"3049","OTU_2558"
"3050","OTU_3444"
"3051","OTU_727"
"3052","OTU_2742"
"3053","OTU_2442"
"3054","OTU_3347"
"3055","OTU_2581"
"3056","OTU_2137"
"3057","OTU_2709"
"3058","OTU_2799"
"3059","OTU_2339"
"3060","OTU_2425"
"3061","OTU_2472"
"3062","OTU_2603"
"3063","OTU_3432"
"3064","OTU_3035"
"3065","OTU_3037"
"3066","OTU_3071"
"3067","OTU_2996"
"3068","OTU_3095"
"3069","OTU_3069"
"3070","OTU_3446"
"3071","OTU_2579"
"3072","OTU_2063"
"3073","OTU_2205"
"3074","OTU_2244"
"3075","OTU_2357"
"3076","OTU_2630"
"3077","OTU_2409"
"3078","OTU_2586"
"3079","OTU_2729"
"3080","OTU_2651"
"3081","OTU_2850"
"3082","OTU_2637"
"3083","OTU_2875"
"3084","OTU_2655"
"3085","OTU_2656"
"3086","OTU_3454"
"3087","OTU_3453"
"3088","OTU_2601"
"3089","OTU_2730"
"3090","OTU_2680"
"3091","OTU_2801"
"3092","OTU_2434"
"3093","OTU_2577"
"3094","OTU_2593"
"3095","OTU_3014"
"3096","OTU_2413"
"3097","OTU_2383"
"3098","OTU_2164"
"3099","OTU_2449"
"3100","OTU_2913"
"3101","OTU_3092"
"3102","OTU_3045"
"3103","OTU_3189"
"3104","OTU_3202"
"3105","OTU_3196"
"3106","OTU_2372"
"3107","OTU_3163"
"3108","OTU_3228"
"3109","OTU_2797"
"3110","OTU_2184"
"3111","OTU_3085"
"3112","OTU_3025"
"3113","OTU_3267"
"3114","OTU_3151"
"3115","OTU_3167"
"3116","OTU_2300"
"3117","OTU_3135"
"3118","OTU_3178"
"3119","OTU_3268"
"3120","OTU_3062"
"3121","OTU_3123"
"3122","OTU_3264"
"3123","OTU_2607"
"3124","OTU_2068"
"3125","OTU_3269"
"3126","OTU_3005"
"3127","OTU_3186"
"3128","OTU_3089"
"3129","OTU_3289"
"3130","OTU_3425"
"3131","OTU_3168"
"3132","OTU_2998"
"3133","OTU_2072"
"3134","OTU_137"
"3135","OTU_204"
"3136","OTU_3094"
"3137","OTU_140"
"3138","OTU_370"
"3139","OTU_3116"
"3140","OTU_3009"
"3141","OTU_3244"
"3142","OTU_3213"
"3143","OTU_2560"
"3144","OTU_2523"
"3145","OTU_3098"
"3146","OTU_2567"
"3147","OTU_352"
"3148","OTU_2534"
"3149","OTU_2437"
"3150","OTU_769"
"3151","OTU_50"
"3152","OTU_74"
"3153","OTU_117"
"3154","OTU_696"
"3155","OTU_711"
"3156","OTU_1111"
"3157","OTU_1795"
"3158","OTU_3242"
"3159","OTU_2233"
"3160","OTU_2542"
"3161","OTU_2236"
"3162","OTU_2445"
"3163","OTU_2228"
"3164","OTU_679"
"3165","OTU_675"
"3166","OTU_2199"
"3167","OTU_3030"
"3168","OTU_896"
"3169","OTU_2039"
"3170","OTU_3226"
"3171","OTU_2456"
"3172","OTU_2524"
"3173","OTU_3159"
"3174","OTU_3073"
"3175","OTU_3137"
"3176","OTU_2993"
"3177","OTU_694"
"3178","OTU_590"
"3179","OTU_39"
"3180","OTU_120"
"3181","OTU_94"
"3182","OTU_2037"
"3183","OTU_393"
"3184","OTU_3184"
"3185","OTU_2549"
"3186","OTU_2578"
"3187","OTU_3119"
"3188","OTU_2342"
"3189","OTU_559"
"3190","OTU_1825"
"3191","OTU_1842"
"3192","OTU_3272"
"3193","OTU_451"
"3194","OTU_621"
"3195","OTU_277"
"3196","OTU_163"
"3197","OTU_238"
"3198","OTU_368"
"3199","OTU_2885"
"3200","OTU_3258"
"3201","OTU_3254"
"3202","OTU_3260"
"3203","OTU_372"
"3204","OTU_327"
"3205","OTU_218"
"3206","OTU_150"
"3207","OTU_309"
"3208","OTU_826"
"3209","OTU_572"
"3210","OTU_861"
"3211","OTU_854"
"3212","OTU_829"
"3213","OTU_906"
"3214","OTU_815"
"3215","OTU_844"
"3216","OTU_872"
"3217","OTU_827"
"3218","OTU_923"
"3219","OTU_918"
"3220","OTU_922"
"3221","OTU_928"
"3222","OTU_924"
"3223","OTU_927"
"3224","OTU_929"
"3225","OTU_914"
"3226","OTU_3431"
"3227","OTU_880"
"3228","OTU_848"
"3229","OTU_878"
"3230","OTU_888"
"3231","OTU_851"
"3232","OTU_2454"
"3233","OTU_3224"
"3234","OTU_2531"
"3235","OTU_76"
"3236","OTU_736"
"3237","OTU_3104"
"3238","OTU_3021"
"3239","OTU_3183"
"3240","OTU_2279"
"3241","OTU_2382"
"3242","OTU_2082"
"3243","OTU_3259"
"3244","OTU_3214"
"3245","OTU_1362"
"3246","OTU_2288"
"3247","OTU_2278"
"3248","OTU_288"
"3249","OTU_2231"
"3250","OTU_3152"
"3251","OTU_3018"
"3252","OTU_2928"
"3253","OTU_2301"
"3254","OTU_599"
"3255","OTU_678"
"3256","OTU_818"
"3257","OTU_839"
"3258","OTU_859"
"3259","OTU_2321"
"3260","OTU_174"
"3261","OTU_200"
"3262","OTU_475"
"3263","OTU_493"
"3264","OTU_1789"
"3265","OTU_3150"
"3266","OTU_3133"
"3267","OTU_3176"
"3268","OTU_3315"
"3269","OTU_3466"
"3270","OTU_3382"
"3271","OTU_1925"
"3272","OTU_1930"
"3273","OTU_3379"
"3274","OTU_2518"
"3275","OTU_810"
"3276","OTU_898"
"3277","OTU_857"
"3278","OTU_864"
"3279","OTU_811"
"3280","OTU_1149"
"3281","OTU_1791"
"3282","OTU_926"
"3283","OTU_765"
"3284","OTU_406"
"3285","OTU_910"
"3286","OTU_380"
"3287","OTU_611"
"3288","OTU_899"
"3289","OTU_850"
"3290","OTU_852"
"3291","OTU_672"
"3292","OTU_796"
"3293","OTU_797"
"3294","OTU_802"
"3295","OTU_3391"
"3296","OTU_2467"
"3297","OTU_2869"
"3298","OTU_2551"
"3299","OTU_342"
"3300","OTU_853"
"3301","OTU_900"
"3302","OTU_3359"
"3303","OTU_2747"
"3304","OTU_2153"
"3305","OTU_2861"
"3306","OTU_3372"
"3307","OTU_3427"
"3308","OTU_2754"
"3309","OTU_2458"
"3310","OTU_3362"
"3311","OTU_2544"
"3312","OTU_3393"
"3313","OTU_2562"
"3314","OTU_916"
"3315","OTU_3333"
"3316","OTU_893"
"3317","OTU_3286"
"3318","OTU_2529"
"3319","OTU_1819"
"3320","OTU_1835"
"3321","OTU_1799"
"3322","OTU_1840"
"3323","OTU_1812"
"3324","OTU_1841"
"3325","OTU_1837"
"3326","OTU_715"
"3327","OTU_720"
"3328","OTU_2299"
"3329","OTU_2136"
"3330","OTU_2238"
"3331","OTU_2304"
"3332","OTU_804"
"3333","OTU_805"
"3334","OTU_891"
"3335","OTU_892"
"3336","OTU_798"
"3337","OTU_808"
"3338","OTU_821"
"3339","OTU_887"
"3340","OTU_803"
"3341","OTU_820"
"3342","OTU_901"
"3343","OTU_799"
"3344","OTU_835"
"3345","OTU_806"
"3346","OTU_801"
"3347","OTU_889"
"3348","OTU_871"
"3349","OTU_894"
"3350","OTU_849"
"3351","OTU_819"
"3352","OTU_884"
"3353","OTU_895"
"3354","OTU_800"
"3355","OTU_499"
"3356","OTU_467"
"3357","OTU_477"
"3358","OTU_663"
"3359","OTU_2298"
"3360","OTU_809"
"3361","OTU_424"
"3362","OTU_833"
"3363","OTU_1852"
"3364","OTU_1711"
"3365","OTU_1862"
"3366","OTU_1903"
"3367","OTU_1855"
"3368","OTU_1848"
"3369","OTU_569"
"3370","OTU_188"
"3371","OTU_398"
"3372","OTU_260"
"3373","OTU_311"
"3374","OTU_141"
"3375","OTU_520"
"3376","OTU_766"
"3377","OTU_790"
"3378","OTU_837"
"3379","OTU_503"
"3380","OTU_780"
"3381","OTU_767"
"3382","OTU_913"
"3383","OTU_626"
"3384","OTU_786"
"3385","OTU_501"
"3386","OTU_2318"
"3387","OTU_382"
"3388","OTU_3011"
"3389","OTU_2346"
"3390","OTU_2588"
"3391","OTU_778"
"3392","OTU_350"
"3393","OTU_647"
"3394","OTU_814"
"3395","OTU_485"
"3396","OTU_700"
"3397","OTU_392"
"3398","OTU_624"
"3399","OTU_523"
"3400","OTU_709"
"3401","OTU_472"
"3402","OTU_212"
"3403","OTU_399"
"3404","OTU_644"
"3405","OTU_643"
"3406","OTU_724"
"3407","OTU_410"
"3408","OTU_408"
"3409","OTU_725"
"3410","OTU_794"
"3411","OTU_655"
"3412","OTU_729"
"3413","OTU_863"
"3414","OTU_156"
"3415","OTU_568"
"3416","OTU_540"
"3417","OTU_3280"
"3418","OTU_627"
"3419","OTU_646"
"3420","OTU_439"
"3421","OTU_457"
"3422","OTU_615"
"3423","OTU_795"
"3424","OTU_862"
"3425","OTU_870"
"3426","OTU_2682"
"3427","OTU_3273"
"3428","OTU_2986"
"3429","OTU_3205"
"3430","OTU_3405"
"3431","OTU_2987"
"3432","OTU_3031"
"3433","OTU_3113"
"3434","OTU_2662"
"3435","OTU_2267"
"3436","OTU_2962"
"3437","OTU_2477"
"3438","OTU_2483"
"3439","OTU_3274"
"3440","OTU_2982"
"3441","OTU_2918"
"3442","OTU_2970"
"3443","OTU_3041"
"3444","OTU_2906"
"3445","OTU_3001"
"3446","OTU_3013"
"3447","OTU_2280"
"3448","OTU_3081"
"3449","OTU_1941"
"3450","OTU_2076"
"3451","OTU_2441"
"3452","OTU_2947"
"3453","OTU_2398"
"3454","OTU_3072"
"3455","OTU_2977"
"3456","OTU_3179"
"3457","OTU_2763"
"3458","OTU_3261"
"3459","OTU_2984"
"3460","OTU_3161"
"3461","OTU_3234"
"3462","OTU_3208"
"3463","OTU_3079"
"3464","OTU_2932"
"3465","OTU_3180"
"3466","OTU_2900"
"3467","OTU_3121"
"3468","OTU_3022"
"3469","OTU_2902"
"3470","OTU_3192"
"3471","OTU_3084"
"3472","OTU_3158"
"3473","OTU_3000"
"3474","OTU_2952"
"3475","OTU_3026"
"3476","OTU_3080"
"3477","OTU_3171"
"3478","OTU_2123"
"3479","OTU_3204"
"3480","OTU_3173"
"3481","OTU_3217"
"3482","OTU_2191"
"3483","OTU_2223"
"3484","OTU_2125"
"3485","OTU_2215"
"3486","OTU_2145"
"3487","OTU_2211"
"3488","OTU_2119"
"3489","OTU_2203"
"3490","OTU_2135"
"3491","OTU_2140"
"3492","OTU_2129"
"3493","OTU_2120"
"3494","OTU_2266"
