"ID","Bin","TaxonRelativeAbundance","Kingdom","Phylum","Class","Order","Family","Genus"
"OTU_1738","Bin62",9.92628250434993e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mangrovibacterium"
"OTU_1732","Bin62",5.1477229237113e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1735","Bin34",5.63252449684517e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter"
"OTU_1739","Bin50",3.82549783888235e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1740","Bin54",1.00673965490195e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1737","Bin43",4.88741735377609e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"OTU_1736","Bin50",1.37610186754536e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1741","Bin34",1.38466784783632e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1743","Bin52",3.66698988646314e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1744","Bin71",1.18027105581845e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"OTU_1745","Bin55",6.42547833722503e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1742","Bin56",2.42821644161875e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU_1746","Bin61",3.90022588014566e-07,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"OTU_1747","Bin33",1.81709591064454e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1748","Bin56",4.17246466699345e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1750","Bin54",1.58093129543023e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1753","Bin47",1.57594390432625e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1749","Bin52",5.79362603435243e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1755","Bin7",2.85294452145363e-06,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"OTU_1752","Bin45",4.51457252652546e-06,"Bacteria","Bacteroidota","Bacteroidia","ML602M-17","uncultured__organism","uncultured__bacterium"
"OTU_1751","Bin71",3.10221201023658e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"OTU_1756","Bin43",8.19772663131567e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1760","Bin55",3.61430113257079e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1757","Bin71",5.91586093676462e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"OTU_1762","Bin40",4.58563617862004e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1754","Bin51",1.59817257970597e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1759","Bin54",8.32051214168263e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU_1758","Bin59",8.60208557663509e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU_1761","Bin41",5.9133690838947e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"OTU_1763","Bin54",6.2786985284526e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1765","Bin43",1.92333577308896e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1766","Bin40",5.95308684956185e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1774","Bin34",4.96374009184298e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1764","Bin41",8.05583515334127e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"OTU_1767","Bin42",3.57041478797135e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1768","Bin41",7.94233932241813e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"OTU_1775","Bin54",1.73361542105515e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1773","Bin54",1.39771441086306e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1770","Bin54",2.15438413922151e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1769","Bin33",3.25987291418675e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1771","Bin52",3.80559949824378e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1772","Bin54",1.53644781182856e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1776","Bin51",4.7019172603413e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1777","Bin54",1.66701799383488e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1780","Bin32",5.10695075439158e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Olleya"
"OTU_1778","Bin55",2.70187361516909e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1779","Bin54",1.92703778061765e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1781","Bin34",3.13215325726637e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1784","Bin54",1.83302663448277e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1792","Bin40",1.17056192950918e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1787","Bin33",1.72689302012867e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1782","Bin34",2.24589013174347e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1785","Bin33",4.91744117254067e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1788","Bin45",0.000183860678327594,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1791","Bin91",1.71717292238146e-05,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Anaerorhabdus]__furcosa__group"
"OTU_1794","Bin40",4.98325019960039e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"OTU_1790","Bin45",7.52344460923627e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1786","Bin34",1.06913242684465e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1793","Bin59",2.01555965320261e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"OTU_1783","Bin71",1.45503525274053e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"OTU_1789","Bin94",0.000136101116461034,"Bacteria","Firmicutes","D8A-2","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium"
"OTU_1796","Bin40",7.1863208186903e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1795","Bin124",1.20632818253127e-05,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"OTU_1797","Bin40",7.60193859956164e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1798","Bin59",6.29323295916607e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"OTU_1800","Bin45",7.77963326876196e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1799","Bin92",1.48431562329605e-05,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_1802","Bin59",3.66236755978629e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Mariniradius"
"OTU_1803","Bin59",8.66756610495783e-06,"Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"OTU_1805","Bin45",3.50472348261146e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1804","Bin98",2.55247600639529e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","uncultured","uncultured__bacterium"
"OTU_1801","Bin109",6.67462151169482e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","livecontrolB21","uncultured__bacterium"
"OTU_1808","Bin59",6.26708740953343e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"OTU_1807","Bin40",2.38315146511009e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"OTU_1806","Bin45",3.20193619189953e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1812","Bin92",1.35840266592947e-05,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_1810","Bin30",1.16565624699676e-05,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU_1813","Bin100",5.40484809646957e-06,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"OTU_1809","Bin30",2.04214322146327e-05,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"OTU_1816","Bin59",3.78273488312063e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__BD2-2","uncultured__Bacteroidales__bacterium"
"OTU_1811","Bin59",4.60487183690655e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"OTU_1815","Bin29",1.71361538617794e-05,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","uncultured"
"OTU_1819","Bin92",8.12980671882901e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_1821","Bin45",2.47936504917519e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1817","Bin109",3.67561064774042e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","livecontrolB21","uncultured__bacterium"
"OTU_1814","Bin36",0.000390804515065565,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1820","Bin45",7.58481770246367e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1822","Bin35",0.00102092620867108,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1818","Bin45",3.61992745169618e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1823","Bin36",0.000316596771999632,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1825","Bin125",4.72868668934166e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1824","Bin45",1.03183395751291e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1827","Bin59",4.84715001273518e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Aquiflexum"
"OTU_1833","Bin45",4.04120874542311e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1828","Bin98",4.65832862172051e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"OTU_1829","Bin59",1.13924918412109e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured"
"OTU_1826","Bin40",8.00925620253525e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1832","Bin45",1.61531297214049e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1834","Bin98",1.00014595544558e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","uncultured"
"OTU_1835","Bin92",1.98630729589678e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_1841","Bin92",2.38967496687753e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","uncultured__bacterium"
"OTU_1836","Bin45",2.38819590307047e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1830","Bin109",1.40480897593548e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","livecontrolB21","uncultured__bacterium"
"OTU_1838","Bin45",9.97093728036822e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1837","Bin92",2.38061947520022e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_1831","Bin45",3.18887852937848e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1839","Bin40",5.73751490858136e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1840","Bin92",2.79008772827511e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","uncultured__bacterium"
"OTU_1843","Bin116",9.6786715921737e-07,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"OTU_1844","Bin40",1.19430725246092e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1842","Bin125",7.5026524374908e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1847","Bin29",5.7747092177103e-05,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"OTU_1848","Bin92",2.55988006615072e-05,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"OTU_1845","Bin98",3.99527540133955e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1849","Bin35",3.89887573856596e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1846","Bin36",0.000123689240951002,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1852","Bin92",1.12563386437012e-05,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"OTU_1854","Bin56",6.366731809469e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1851","Bin52",1.32578746294862e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1850","Bin40",5.96973887174102e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1853","Bin35",9.19931693188148e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1856","Bin62",8.62239044572549e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1858","Bin35",1.00575576878999e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1857","Bin52",1.09174740157122e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1855","Bin92",5.37189356421039e-06,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"OTU_1859","Bin35",1.30040475490282e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1860","Bin43",7.59171859652886e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1861","Bin36",8.58620944453587e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1863","Bin36",3.59433866760226e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1866","Bin35",2.75120399059668e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1865","Bin36",6.15052241223502e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1862","Bin92",3.97569808557053e-06,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"OTU_1868","Bin59",1.41130660088822e-05,"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","uncultured__organism","uncultured__bacterium"
"OTU_1867","Bin29",3.32646964362006e-05,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","uncultured"
"OTU_1872","Bin56",1.75565178855386e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1870","Bin43",5.55821661885974e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1864","Bin35",1.72309967862274e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1871","Bin59",1.18822708233035e-06,"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","uncultured__organism","uncultured__bacterium"
"OTU_1874","Bin62",2.81970463264572e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1873","Bin35",7.9935833784017e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1869","Bin62",3.64065524002517e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","ST-12K33","uncultured__bacterium"
"OTU_1875","Bin36",2.38409993738657e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1876","Bin35",1.63461109546322e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1877","Bin36",4.62299372550345e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1879","Bin35",4.61445221110338e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1878","Bin35",3.81937037127069e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mangrovibacterium"
"OTU_1880","Bin61",2.79428673329448e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"OTU_1882","Bin4",2.1911694952212e-06,"Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8","uncultured__bacterium"
"OTU_1883","Bin52",3.40876079617205e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1884","Bin39",2.219348380841e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1887","Bin36",1.74879781637899e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1881","Bin36",2.60293603761784e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_1885","Bin61",1.78882041847167e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_1886","Bin68",1.38832997790816e-06,"Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","uncultured__bacterium","uncultured__bacterium"
"OTU_1890","Bin36",8.11082483811507e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1894","Bin36",3.97822210969695e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1892","Bin36",2.81922631794987e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1889","Bin49",2.40060254889095e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1888","Bin43",6.23197896915197e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1895","Bin36",8.38591527796977e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1893","Bin43",8.30933553689807e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1891","Bin36",4.01046155420087e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mangrovibacterium"
"OTU_1896","Bin36",6.19110231219602e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1898","Bin98",2.82819505285676e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1897","Bin39",1.00807198185659e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1899","Bin49",1.41897772502218e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1901","Bin98",4.550965064035e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1905","Bin36",1.76689150465133e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1902","Bin36",3.99991165261558e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1900","Bin61",7.87828334612211e-07,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_1906","Bin35",2.17465429018238e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter"
"OTU_1909","Bin40",1.77892266100137e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1908","Bin36",2.03785195882788e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1907","Bin35",2.01850700810515e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1904","Bin36",9.8329975994143e-07,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__sediment__bacterium"
"OTU_1903","Bin92",5.97027734078974e-07,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"OTU_1910","Bin40",2.19537791365153e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured__bacterium"
"OTU_1913","Bin59",2.84196861819683e-05,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","MSB-3C8","uncultured__bacterium"
"OTU_1912","Bin29",5.92603679547057e-05,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"OTU_1911","Bin70",4.0395993847907e-05,"Bacteria","LCP-89","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium"
"OTU_1917","Bin70",7.30020626109324e-06,"Bacteria","LCP-89","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium"
"OTU_1914","Bin30",8.80652943972942e-06,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"OTU_1915","Bin59",1.81762985126042e-06,"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","uncultured__bacterium","uncultured__bacterium"
"OTU_1916","Bin70",5.30011183109594e-06,"Bacteria","LCP-89","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium"
"OTU_1919","Bin98",4.00279012637737e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1918","Bin29",6.2026813257146e-06,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
