"Bins","Group","Process","Relative importance","Family","Phylum","Rank_within_group_process"
"Bin125","D6","DR",0.00014289841921525,"Peptococcaceae","Firmicutes",36
"Bin110","D0","DR",0.000141167932149939,"uncultured","Actinobacteriota",83
"Bin52","D0","HoS",0.000138798812395996,"Prolixibacteraceae","Bacteroidota",47
"Bin38","D3","DR",0.000137693564361716,"Rikenellaceae","Bacteroidota",33
"Bin91","D5","DR",0.000136644506589413,"Erysipelotrichaceae","Firmicutes",31
"Bin36","D0","HoS",0.000135098809386208,"Marinilabiliaceae","Bacteroidota",48
"Bin96","D5","HoS",0.000134961417933483,"Oscillospiraceae","Firmicutes",34
"Bin70","D0","DL",0.000133110567272703,"uncultured__bacterium","Marinimicrobia__(SAR406__clade)",60
"Bin80","D1","DR",0.000131303462440959,"uncultured__bacterium","SAR324__clade(Marine__group__B)",77
"Bin108","D3","HoS",0.000130977568309016,"JTB215","Firmicutes",34
"Bin59","D5","DR",0.000128402684174201,"Marinilabiliaceae","Bacteroidota",32
"Bin72","D7","HoS",0.000127113342886592,"Vibrionaceae","Proteobacteria",24
"Bin119","D1","DR",0.000125816269855803,"Fusibacteraceae","Firmicutes",78
"Bin67","D1","DR",0.000124377264318626,"uncultured__bacterium","Patescibacteria",79
"Bin59","D6","HoS",0.000123258172047687,"Marinilabiliaceae","Bacteroidota",35
"Bin115","D6","DR",0.000122575300951573,"Anaerovoracaceae","Firmicutes",37
"Bin99","D6","DR",0.000122300517476785,"Prolixibacteraceae","Bacteroidota",38
"Bin121","D7","HoS",0.000120642849882046,"Defluviitaleaceae","Firmicutes",25
"Bin65","D1","DL",0.000120611923835675,"uncultured__bacterium","Patescibacteria",60
"Bin99","D5","DR",0.000120342490539344,"Prolixibacteraceae","Bacteroidota",33
"Bin91","D1","DL",0.000119566217322501,"Erysipelotrichaceae","Firmicutes",61
"Bin125","D7","DR",0.000118716655669833,"Peptococcaceae","Firmicutes",30
"Bin55","D1","DL",0.000117856509288549,"Prolixibacteraceae","Bacteroidota",62
"Bin121","D6","DR",0.000116604383984614,"Defluviitaleaceae","Firmicutes",39
"Bin76","D7","DL",0.00011608706448845,"Rhodocyclaceae","Proteobacteria",12
"Bin45","D0","HoS",0.000114672694410206,"Marinilabiliaceae","Bacteroidota",49
"Bin33","D0","DR",0.000114537725777903,"Marinifilaceae","Bacteroidota",84
"Bin29","D6","DR",0.000114508373274391,"Bogoriellaceae","Actinobacteriota",40
"Bin5","D7","DR",0.0001128007896651,"Sulfurovaceae","Campilobacterota",31
"Bin86","D1","DR",0.000112707040092375,"uncultured__bacterium","Acidobacteriota",80
"Bin51","D7","DL",0.000112692014112395,"Prolixibacteraceae","Bacteroidota",13
"Bin123","D1","DR",0.000112199126185445,"uncultured","Firmicutes",81
"Bin36","D3","HoS",0.000111744999992179,"Marinilabiliaceae","Bacteroidota",35
"Bin78","D6","HoS",0.000111630518279203,"Rhodobacteraceae","Proteobacteria",36
"Bin41","D0","DL",0.00011144732711629,"Marinilabiliaceae","Bacteroidota",61
"Bin20","D1","DR",0.000110696725898684,"uncultured__bacterium","Chloroflexi",82
"Bin24","D5","HoS",0.000110104578453833,"uncultured__bacterium","Verrucomicrobiota",35
"Bin52","D1","DR",0.000107442343282741,"Prolixibacteraceae","Bacteroidota",83
"Bin123","D0","DL",0.000105993664075566,"uncultured","Firmicutes",62
"Bin5","D1","DR",0.000105930015928921,"Sulfurovaceae","Campilobacterota",84
"Bin53","D0","DR",0.000104293624582275,"Prolixibacteraceae","Bacteroidota",85
"Bin125","D5","DR",0.000103586545190892,"Peptococcaceae","Firmicutes",34
"Bin98","D1","DR",0.000102958161638612,"Bacteroidetes__vadinHA17","Bacteroidota",85
"Bin7","D6","DR",0.000100571761883812,"Spirochaetaceae","Spirochaetota",41
"Bin66","D0","DL",0.00010041261940752,"uncultured__bacterium","Patescibacteria",63
"Bin104","D3","HoS",9.98564604174779e-05,"Dethiosulfatibacteraceae","Firmicutes",36
"Bin53","D7","DR",9.97912047032302e-05,"Prolixibacteraceae","Bacteroidota",32
"Bin98","D1","HoS",9.76221746294069e-05,"Bacteroidetes__vadinHA17","Bacteroidota",55
"Bin118","D5","DR",9.74775351094502e-05,"Guggenheimella","Firmicutes",35
"Bin121","D5","HoS",9.73478684573482e-05,"Defluviitaleaceae","Firmicutes",36
"Bin91","D6","DL",9.71973505592839e-05,"Erysipelotrichaceae","Firmicutes",11
"Bin40","D1","HoS",9.69131577941109e-05,"Marinifilaceae","Bacteroidota",56
"Bin45","D3","DR",9.65393191026417e-05,"Marinilabiliaceae","Bacteroidota",34
"Bin13","D3","DR",9.43965446320389e-05,"uncultured","Firmicutes",35
"Bin43","D1","DR",9.33977669188969e-05,"Prolixibacteraceae","Bacteroidota",86
"Bin7","D5","DL",9.27747526191119e-05,"Spirochaetaceae","Spirochaetota",9
"Bin85","D7","DL",9.15980714735093e-05,"Desulfovibrionaceae","Desulfobacterota",14
"Bin93","D3","HoS",8.99092617126169e-05,"Exiguobacteraceae","Firmicutes",37
"Bin64","D1","DL",8.88095894358571e-05,"uncultured__bacterium","Patescibacteria",63
"Bin119","D6","DL",8.71916912207775e-05,"Fusibacteraceae","Firmicutes",12
"Bin41","D7","DR",8.71392360290862e-05,"Marinilabiliaceae","Bacteroidota",33
"Bin108","D5","HoS",8.59820303767132e-05,"JTB215","Firmicutes",37
"Bin55","D0","DR",8.42378737681804e-05,"Prolixibacteraceae","Bacteroidota",86
"Bin7","D3","DR",8.42304905704112e-05,"Spirochaetaceae","Spirochaetota",36
"Bin66","D3","DL",8.38362265678137e-05,"uncultured__bacterium","Patescibacteria",4
"Bin6","D0","HoS",8.38310143287232e-05,"Arcobacteraceae","Campilobacterota",50
"Bin93","D3","DR",8.25377667075888e-05,"Exiguobacteraceae","Firmicutes",37
"Bin74","D7","HoS",8.2489897461811e-05,"Vibrionaceae","Proteobacteria",26
"Bin7","D5","DR",8.07094661145294e-05,"Spirochaetaceae","Spirochaetota",36
"Bin99","D0","DR",7.85342292554562e-05,"Prolixibacteraceae","Bacteroidota",87
"Bin7","D5","HoS",7.83370774170549e-05,"Spirochaetaceae","Spirochaetota",38
"Bin52","D6","HoS",7.74420645095443e-05,"Prolixibacteraceae","Bacteroidota",37
"Bin42","D6","DR",7.69418623684226e-05,"Bacteroidaceae","Bacteroidota",42
"Bin76","D7","DR",7.68259479284333e-05,"Rhodocyclaceae","Proteobacteria",34
"Bin59","D5","HoS",7.55616501889356e-05,"Marinilabiliaceae","Bacteroidota",39
"Bin73","D1","HoS",7.54339449989712e-05,"Vibrionaceae","Proteobacteria",57
"Bin96","D5","DL",7.41052642868338e-05,"Oscillospiraceae","Firmicutes",10
"Bin39","D3","HoS",7.31684526797174e-05,"Marinifilaceae","Bacteroidota",38
"Bin8","D1","DR",7.28571882858591e-05,"Spirochaetaceae","Spirochaetota",87
"Bin99","D7","DR",7.26494940446891e-05,"Prolixibacteraceae","Bacteroidota",35
"Bin121","D1","DL",7.23915026048981e-05,"Defluviitaleaceae","Firmicutes",64
"Bin121","D5","DR",7.22049266535563e-05,"Defluviitaleaceae","Firmicutes",37
"Bin51","D3","DR",7.21304387024189e-05,"Prolixibacteraceae","Bacteroidota",38
"Bin118","D1","DL",7.16783735569903e-05,"Guggenheimella","Firmicutes",65
"Bin73","D0","DR",7.02200705677192e-05,"Vibrionaceae","Proteobacteria",88
"Bin41","D3","DR",6.97865053344379e-05,"Marinilabiliaceae","Bacteroidota",39
"Bin101","D3","DR",6.9409600143879e-05,"Fusobacteriaceae","Fusobacteriota",40
"Bin97","D0","HoS",6.92895713497378e-05,"Ethanoligenenaceae","Firmicutes",51
"Bin112","D6","DL",6.90404091630649e-05,"Peptostreptococcaceae","Firmicutes",13
"Bin47","D3","HoS",6.90117750616553e-05,"Prolixibacteraceae","Bacteroidota",39
"Bin35","D6","DL",6.88183813221685e-05,"Marinilabiliaceae","Bacteroidota",14
"Bin46","D6","DR",6.74861903027119e-05,"Bacteroidaceae","Bacteroidota",43
"Bin52","D1","HoS",6.70068446322651e-05,"Prolixibacteraceae","Bacteroidota",58
"Bin75","D1","DR",6.69106984351635e-05,"Vibrionaceae","Proteobacteria",88
"Bin123","D3","DR",6.6583794487367e-05,"uncultured","Firmicutes",41
"Bin5","D5","DR",6.63825262512813e-05,"Sulfurovaceae","Campilobacterota",38
"Bin35","D3","DR",6.4554466019294e-05,"Marinilabiliaceae","Bacteroidota",42
"Bin89","D7","HoS",6.43281517968587e-05,"Clostridiaceae","Firmicutes",27
"Bin47","D1","DR",6.42397014987397e-05,"Prolixibacteraceae","Bacteroidota",89
"Bin115","D6","HoS",6.39150248526079e-05,"Anaerovoracaceae","Firmicutes",38
"Bin45","D0","DR",6.38208205927355e-05,"Marinilabiliaceae","Bacteroidota",89
"Bin66","D3","HoS",6.36568354405293e-05,"uncultured__bacterium","Patescibacteria",40
"Bin125","D5","HoS",6.34276852694652e-05,"Peptococcaceae","Firmicutes",40
"Bin124","D3","DR",6.21357232745848e-05,"Bacteroidetes__vadinHA17","Bacteroidota",43
"Bin122","D6","HoS",6.19552577752278e-05,"uncultured","Firmicutes",39
"Bin29","D6","HoS",6.16604725377351e-05,"Bogoriellaceae","Actinobacteriota",40
"Bin108","D6","DR",6.12362890814745e-05,"JTB215","Firmicutes",44
"Bin94","D3","HoS",6.07372171242763e-05,"Carnobacteriaceae","Firmicutes",41
"Bin123","D0","DR",5.99788679642664e-05,"uncultured","Firmicutes",90
"Bin23","D1","HoS",5.99784726701242e-05,"uncultured__bacterium","Caldatribacteriota",59
"Bin61","D1","HoS",5.96048025072425e-05,"Lentimicrobiaceae","Bacteroidota",60
"Bin5","D3","DR",5.88172427913808e-05,"Sulfurovaceae","Campilobacterota",44
"Bin31","D5","HoS",5.80130854151e-05,"uncultured__bacterium","Actinobacteriota",41
"Bin125","D1","DR",5.79221327696063e-05,"Peptococcaceae","Firmicutes",90
"Bin42","D3","DR",5.74757023070181e-05,"Bacteroidaceae","Bacteroidota",45
"Bin47","D3","DR",5.68950834000112e-05,"Prolixibacteraceae","Bacteroidota",46
"Bin125","D6","HoS",5.67984233460359e-05,"Peptococcaceae","Firmicutes",41
"Bin31","D6","DR",5.6542802868603e-05,"uncultured__bacterium","Actinobacteriota",45
"Bin125","D1","HoS",5.64330183260427e-05,"Peptococcaceae","Firmicutes",61
"Bin31","D3","DR",5.5398862469094e-05,"uncultured__bacterium","Actinobacteriota",47
"Bin8","D5","HoS",5.50853885867412e-05,"Spirochaetaceae","Spirochaetota",42
"Bin121","D3","DR",5.46643336007093e-05,"Defluviitaleaceae","Firmicutes",48
"Bin76","D1","HoS",5.4633809344837e-05,"Rhodocyclaceae","Proteobacteria",62
"Bin115","D5","HoS",5.39612539159279e-05,"Anaerovoracaceae","Firmicutes",43
"Bin117","D7","HoS",5.37501434689338e-05,"Fusibacteraceae","Firmicutes",28
"Bin40","D6","HoS",5.33066891518288e-05,"Marinifilaceae","Bacteroidota",42
"Bin52","D0","DL",5.32897190640934e-05,"Prolixibacteraceae","Bacteroidota",64
"Bin124","D6","DR",5.19693811789108e-05,"Bacteroidetes__vadinHA17","Bacteroidota",46
"Bin51","D1","HoS",5.04768323744016e-05,"Prolixibacteraceae","Bacteroidota",63
"Bin78","D3","DR",5.03987744325381e-05,"Rhodobacteraceae","Proteobacteria",49
"Bin79","D7","DR",5.03571642748365e-05,"Stappiaceae","Proteobacteria",36
"Bin48","D3","HoS",5.03497163105701e-05,"Lentimicrobiaceae","Bacteroidota",42
"Bin55","D6","HoS",5.03151575355035e-05,"Prolixibacteraceae","Bacteroidota",43
"Bin42","D6","DL",4.98811253907731e-05,"Bacteroidaceae","Bacteroidota",15
"Bin42","D5","DR",4.97456441171202e-05,"Bacteroidaceae","Bacteroidota",39
"Bin19","D1","DL",4.91372638086796e-05,"Anaerolineaceae","Chloroflexi",66
"Bin110","D1","DR",4.89837805638083e-05,"uncultured","Actinobacteriota",91
"Bin16","D1","DL",4.87329585106064e-05,"uncultured__bacterium","Chloroflexi",67
"Bin122","D5","DR",4.86526910063306e-05,"uncultured","Firmicutes",40
"Bin103","D1","DR",4.84349939326869e-05,"Dethiosulfatibacteraceae","Firmicutes",92
"Bin59","D3","HoS",4.69327981809757e-05,"Marinilabiliaceae","Bacteroidota",43
"Bin43","D7","HoS",4.58312076037206e-05,"Prolixibacteraceae","Bacteroidota",29
"Bin1","D3","HoS",4.5811455089469e-05,"LK-44f","Cloacimonadota",44
"Bin111","D6","DR",4.55634555488626e-05,"Peptostreptococcaceae","Firmicutes",47
"Bin45","D3","HoS",4.45188270623009e-05,"Marinilabiliaceae","Bacteroidota",45
"Bin116","D1","DR",4.39280571114062e-05,"Fusibacteraceae","Firmicutes",93
"Bin70","D3","HoS",4.35492329987705e-05,"uncultured__bacterium","Marinimicrobia__(SAR406__clade)",46
"Bin59","D7","DR",4.33391812973713e-05,"Marinilabiliaceae","Bacteroidota",37
"Bin103","D6","DL",4.30742306455558e-05,"Dethiosulfatibacteraceae","Firmicutes",16
"Bin77","D7","DR",4.2851534259652e-05,"Rhodospirillaceae","Proteobacteria",38
"Bin42","D7","HoS",4.27617019485221e-05,"Bacteroidaceae","Bacteroidota",30
"Bin114","D3","DR",4.23449546841195e-05,"Anaerovoracaceae","Firmicutes",50
"Bin50","D3","HoS",4.21980993405207e-05,"Marinilabiliaceae","Bacteroidota",47
"Bin48","D5","HoS",4.18450779553571e-05,"Lentimicrobiaceae","Bacteroidota",44
"Bin51","D7","HoS",4.14760278930228e-05,"Prolixibacteraceae","Bacteroidota",31
"Bin47","D5","DR",4.1023510483646e-05,"Prolixibacteraceae","Bacteroidota",41
"Bin115","D7","DR",4.08712248376075e-05,"Anaerovoracaceae","Firmicutes",39
"Bin56","D5","DR",4.0701419161084e-05,"Prolixibacteraceae","Bacteroidota",42
"Bin113","D3","HoS",4.00012700934218e-05,"Fusibacteraceae","Firmicutes",48
"Bin99","D6","HoS",3.98966026805507e-05,"Prolixibacteraceae","Bacteroidota",44
"Bin38","D3","HoS",3.92879835110934e-05,"Rikenellaceae","Bacteroidota",49
"Bin66","D3","DR",3.8648445422681e-05,"uncultured__bacterium","Patescibacteria",51
"Bin76","D5","DR",3.81948305530949e-05,"Rhodocyclaceae","Proteobacteria",43
"Bin31","D0","DL",3.79991492391626e-05,"uncultured__bacterium","Actinobacteriota",65
"Bin98","D1","DL",3.78825343616441e-05,"Bacteroidetes__vadinHA17","Bacteroidota",68
"Bin44","D0","DR",3.78327394382434e-05,"Williamwhitmaniaceae","Bacteroidota",91
"Bin99","D7","HoS",3.72964066102271e-05,"Prolixibacteraceae","Bacteroidota",32
"Bin39","D5","DR",3.72537118480487e-05,"Marinifilaceae","Bacteroidota",44
"Bin111","D5","DR",3.6593417640453e-05,"Peptostreptococcaceae","Firmicutes",45
"Bin9","D7","DR",3.65348901226182e-05,"Spirochaetaceae","Spirochaetota",40
"Bin5","D6","DR",3.63735784654492e-05,"Sulfurovaceae","Campilobacterota",48
"Bin99","D3","HoS",3.63611720267056e-05,"Prolixibacteraceae","Bacteroidota",50
"Bin118","D3","DL",3.62324621611569e-05,"Guggenheimella","Firmicutes",5
"Bin31","D1","DR",3.62067230315305e-05,"uncultured__bacterium","Actinobacteriota",94
"Bin50","D1","DL",3.57605678287985e-05,"Marinilabiliaceae","Bacteroidota",69
"Bin24","D1","HoS",3.55632082113975e-05,"uncultured__bacterium","Verrucomicrobiota",64
"Bin31","D0","DR",3.55592440492484e-05,"uncultured__bacterium","Actinobacteriota",92
"Bin47","D7","DR",3.54779899461995e-05,"Prolixibacteraceae","Bacteroidota",41
"Bin68","D1","DR",3.53355394487144e-05,"uncultured__bacterium","Cyanobacteria",95
"Bin53","D6","DR",3.50782767672792e-05,"Prolixibacteraceae","Bacteroidota",49
"Bin7","D7","DR",3.48525967721445e-05,"Spirochaetaceae","Spirochaetota",42
"Bin52","D5","HoS",3.4126359963979e-05,"Prolixibacteraceae","Bacteroidota",45
"Bin88","D3","DR",3.38041024002892e-05,"Synergistaceae","Synergistota",52
"Bin79","D0","HoS",3.29947151554666e-05,"Stappiaceae","Proteobacteria",52
"Bin29","D7","DR",3.25208428245175e-05,"Bogoriellaceae","Actinobacteriota",43
"Bin62","D5","DR",3.1833461493784e-05,"uncultured__bacterium","Bacteroidota",46
"Bin70","D3","DL",3.17690413937195e-05,"uncultured__bacterium","Marinimicrobia__(SAR406__clade)",6
"Bin115","D3","DL",3.15665641713215e-05,"Anaerovoracaceae","Firmicutes",7
"Bin43","D6","DL",3.14685244331921e-05,"Prolixibacteraceae","Bacteroidota",17
"Bin35","D7","DR",3.10657647452218e-05,"Marinilabiliaceae","Bacteroidota",44
"Bin59","D6","DR",3.0998644949294e-05,"Marinilabiliaceae","Bacteroidota",50
"Bin39","D6","DR",3.08577291717989e-05,"Marinifilaceae","Bacteroidota",51
"Bin75","D0","DR",3.08566061908046e-05,"Vibrionaceae","Proteobacteria",93
"Bin24","D5","DR",3.0663694160024e-05,"uncultured__bacterium","Verrucomicrobiota",47
"Bin84","D3","HoS",3.06032777494849e-05,"Desulfovibrionaceae","Desulfobacterota",51
"Bin35","D3","DL",3.04847391018427e-05,"Marinilabiliaceae","Bacteroidota",8
"Bin43","D7","DR",3.04597588371978e-05,"Prolixibacteraceae","Bacteroidota",45
"Bin66","D0","DR",3.04331722121895e-05,"uncultured__bacterium","Patescibacteria",94
"Bin76","D1","DL",3.02755005408399e-05,"Rhodocyclaceae","Proteobacteria",70
"Bin41","D6","HoS",3.00815694419323e-05,"Marinilabiliaceae","Bacteroidota",45
"Bin120","D6","DR",2.97730666581056e-05,"Lachnospiraceae","Firmicutes",52
"Bin116","D3","HoS",2.95759586092574e-05,"Fusibacteraceae","Firmicutes",52
"Bin94","D3","DR",2.9331149394521e-05,"Carnobacteriaceae","Firmicutes",53
"Bin66","D1","HoS",2.93098748548833e-05,"uncultured__bacterium","Patescibacteria",65
"Bin117","D7","DL",2.92288633276978e-05,"Fusibacteraceae","Firmicutes",15
"Bin39","D3","DR",2.90996604327696e-05,"Marinifilaceae","Bacteroidota",54
"Bin41","D5","DR",2.84407298138563e-05,"Marinilabiliaceae","Bacteroidota",48
"Bin84","D5","DL",2.82277833849094e-05,"Desulfovibrionaceae","Desulfobacterota",11
"Bin108","D6","HoS",2.80219330577525e-05,"JTB215","Firmicutes",46
"Bin36","D7","DR",2.72317926203533e-05,"Marinilabiliaceae","Bacteroidota",46
"Bin99","D6","DL",2.72256505014776e-05,"Prolixibacteraceae","Bacteroidota",18
"Bin10","D3","DR",2.68820778843893e-05,"Spirochaetaceae","Spirochaetota",55
"Bin3","D1","HoS",2.68339707107438e-05,"uncultured__bacterium","Nitrospirota",66
"Bin50","D6","DR",2.67275911969335e-05,"Marinilabiliaceae","Bacteroidota",53
"Bin94","D5","DR",2.63062450795966e-05,"Carnobacteriaceae","Firmicutes",49
"Bin13","D3","HoS",2.61753762262591e-05,"uncultured","Firmicutes",53
"Bin32","D7","DL",2.61202411435459e-05,"Flavobacteriaceae","Bacteroidota",16
"Bin40","D0","HoS",2.60743182822566e-05,"Marinifilaceae","Bacteroidota",53
"Bin117","D3","DR",2.60707475697214e-05,"Fusibacteraceae","Firmicutes",56
"Bin51","D6","DR",2.58638540799338e-05,"Prolixibacteraceae","Bacteroidota",54
"Bin82","D1","DL",2.52276204270014e-05,"Desulfobulbaceae","Desulfobacterota",71
"Bin29","D7","HoS",2.4824947864312e-05,"Bogoriellaceae","Actinobacteriota",33
"Bin76","D6","DR",2.41699919939333e-05,"Rhodocyclaceae","Proteobacteria",55
"Bin7","D6","HoS",2.39648825725304e-05,"Spirochaetaceae","Spirochaetota",47
"Bin84","D1","HoS",2.3793305479612e-05,"Desulfovibrionaceae","Desulfobacterota",67
"Bin114","D0","HoS",2.37866174897362e-05,"Anaerovoracaceae","Firmicutes",54
"Bin2","D0","HoS",2.3489768433079e-05,"MSBL8","Cloacimonadota",55
"Bin74","D1","HoS",2.34072892543895e-05,"Vibrionaceae","Proteobacteria",68
"Bin91","D3","DR",2.33250116198802e-05,"Erysipelotrichaceae","Firmicutes",57
"Bin33","D0","HoS",2.30803386283003e-05,"Marinifilaceae","Bacteroidota",56
"Bin41","D5","HoS",2.30474758338394e-05,"Marinilabiliaceae","Bacteroidota",46
"Bin14","D1","HoS",2.30459186184664e-05,"JG30-KF-CM45","Chloroflexi",69
"Bin37","D6","DL",2.29611804571835e-05,"Rikenellaceae","Bacteroidota",19
"Bin36","D0","DR",2.27909158957442e-05,"Marinilabiliaceae","Bacteroidota",95
"Bin30","D7","DR",2.27758530818928e-05,"uncultured__bacterium","Actinobacteriota",47
"Bin7","D6","DL",2.25366389504261e-05,"Spirochaetaceae","Spirochaetota",20
"Bin121","D7","DR",2.22558508724194e-05,"Defluviitaleaceae","Firmicutes",48
"Bin120","D7","DR",2.2219689279049e-05,"Lachnospiraceae","Firmicutes",49
"Bin3","D3","DR",2.2065208008969e-05,"uncultured__bacterium","Nitrospirota",58
"Bin8","D7","HoS",2.19645642377099e-05,"Spirochaetaceae","Spirochaetota",34
"Bin116","D5","DR",2.1781743491075e-05,"Fusibacteraceae","Firmicutes",50
"Bin4","D0","HoS",2.17523927349374e-05,"MSBL8","Cloacimonadota",57
"Bin118","D5","DL",2.1747392164273e-05,"Guggenheimella","Firmicutes",12
"Bin4","D1","DR",2.1616457204804e-05,"MSBL8","Cloacimonadota",96
"Bin29","D1","DR",2.15700155912733e-05,"Bogoriellaceae","Actinobacteriota",97
"Bin47","D6","DR",2.14634819705922e-05,"Prolixibacteraceae","Bacteroidota",56
"Bin47","D7","HoS",2.11498660821616e-05,"Prolixibacteraceae","Bacteroidota",35
"Bin40","D6","DR",2.08853308655915e-05,"Marinifilaceae","Bacteroidota",57
"Bin124","D5","DR",2.03718898273399e-05,"Bacteroidetes__vadinHA17","Bacteroidota",51
"Bin3","D1","DR",2.02562307411037e-05,"uncultured__bacterium","Nitrospirota",98
"Bin82","D3","DR",2.00363106596502e-05,"Desulfobulbaceae","Desulfobacterota",59
"Bin113","D3","DR",2.00253767778599e-05,"Fusibacteraceae","Firmicutes",60
"Bin98","D3","DR",1.99718137683694e-05,"Bacteroidetes__vadinHA17","Bacteroidota",61
"Bin99","D5","HoS",1.9936025095886e-05,"Prolixibacteraceae","Bacteroidota",47
"Bin125","D7","HoS",1.97737240212313e-05,"Peptococcaceae","Firmicutes",36
"Bin30","D5","DR",1.96075057111491e-05,"uncultured__bacterium","Actinobacteriota",52
"Bin40","D7","DR",1.93381328787566e-05,"Marinifilaceae","Bacteroidota",50
"Bin50","D3","DR",1.89520744770127e-05,"Marinilabiliaceae","Bacteroidota",62
"Bin37","D6","DR",1.88276861503526e-05,"Rikenellaceae","Bacteroidota",58
"Bin28","D1","HoS",1.86640235638235e-05,"Propionibacteriaceae","Actinobacteriota",70
"Bin37","D6","HoS",1.85728296033494e-05,"Rikenellaceae","Bacteroidota",48
"Bin1","D3","DR",1.85296281535271e-05,"LK-44f","Cloacimonadota",63
"Bin123","D3","HoS",1.84571752014823e-05,"uncultured","Firmicutes",54
"Bin62","D3","HoS",1.82664524782402e-05,"uncultured__bacterium","Bacteroidota",55
"Bin90","D7","DR",1.82512495086202e-05,"uncultured__bacterium","Firmicutes",51
"Bin111","D3","DR",1.82135376978175e-05,"Peptostreptococcaceae","Firmicutes",64
"Bin8","D3","HoS",1.80661944943499e-05,"Spirochaetaceae","Spirochaetota",56
"Bin117","D3","HoS",1.79054115003825e-05,"Fusibacteraceae","Firmicutes",57
"Bin76","D3","DR",1.79047913332027e-05,"Rhodocyclaceae","Proteobacteria",65
"Bin124","D6","HoS",1.78549445664362e-05,"Bacteroidetes__vadinHA17","Bacteroidota",49
"Bin6","D6","DL",1.74684510057251e-05,"Arcobacteraceae","Campilobacterota",21
"Bin118","D7","DR",1.73463735203585e-05,"Guggenheimella","Firmicutes",52
"Bin76","D7","HoS",1.69561764473365e-05,"Rhodocyclaceae","Proteobacteria",37
"Bin66","D7","DR",1.69344499787493e-05,"uncultured__bacterium","Patescibacteria",53
"Bin39","D7","DR",1.66059108933353e-05,"Marinifilaceae","Bacteroidota",54
"Bin96","D6","DR",1.65291065455473e-05,"Oscillospiraceae","Firmicutes",59
"Bin5","D7","DL",1.65010554320651e-05,"Sulfurovaceae","Campilobacterota",17
"Bin24","D6","DR",1.62773790162389e-05,"uncultured__bacterium","Verrucomicrobiota",60
"Bin55","D7","DL",1.62539016550955e-05,"Prolixibacteraceae","Bacteroidota",18
"Bin37","D1","DR",1.61567916803824e-05,"Rikenellaceae","Bacteroidota",99
"Bin82","D3","HoS",1.61146890084544e-05,"Desulfobulbaceae","Desulfobacterota",58
"Bin91","D5","DL",1.60758243046369e-05,"Erysipelotrichaceae","Firmicutes",13
"Bin36","D5","HoS",1.59107818184442e-05,"Marinilabiliaceae","Bacteroidota",48
"Bin97","D7","DR",1.58401496270658e-05,"Ethanoligenenaceae","Firmicutes",55
"Bin39","D6","HoS",1.56723525253967e-05,"Marinifilaceae","Bacteroidota",50
"Bin111","D7","DR",1.54064765921758e-05,"Peptostreptococcaceae","Firmicutes",56
"Bin51","D1","DL",1.53763722670568e-05,"Prolixibacteraceae","Bacteroidota",72
"Bin123","D5","DR",1.50571728196234e-05,"uncultured","Firmicutes",53
"Bin32","D7","DR",1.5028162401269e-05,"Flavobacteriaceae","Bacteroidota",57
"Bin84","D3","DL",1.50132829412106e-05,"Desulfovibrionaceae","Desulfobacterota",9
"Bin98","D0","DL",1.46681976166804e-05,"Bacteroidetes__vadinHA17","Bacteroidota",66
"Bin48","D5","DR",1.46241069018734e-05,"Lentimicrobiaceae","Bacteroidota",54
"Bin121","D3","HoS",1.45189643402028e-05,"Defluviitaleaceae","Firmicutes",59
"Bin116","D3","DR",1.44104346978578e-05,"Fusibacteraceae","Firmicutes",66
"Bin40","D5","DL",1.41500745181439e-05,"Marinifilaceae","Bacteroidota",14
"Bin104","D3","DR",1.40898100211363e-05,"Dethiosulfatibacteraceae","Firmicutes",67
"Bin45","D5","DR",1.39054708517221e-05,"Marinilabiliaceae","Bacteroidota",55
"Bin103","D3","DR",1.36931091146391e-05,"Dethiosulfatibacteraceae","Firmicutes",68
"Bin40","D3","DR",1.31692021224596e-05,"Marinifilaceae","Bacteroidota",69
"Bin37","D3","DR",1.30819022227602e-05,"Rikenellaceae","Bacteroidota",70
"Bin10","D5","DR",1.30451225278308e-05,"Spirochaetaceae","Spirochaetota",56
"Bin97","D6","DR",1.30054604678125e-05,"Ethanoligenenaceae","Firmicutes",61
"Bin12","D1","DR",1.28551741757193e-05,"uncultured","Firmicutes",100
"Bin41","D7","HoS",1.27014244931313e-05,"Marinilabiliaceae","Bacteroidota",38
"Bin24","D3","DR",1.23174360871176e-05,"uncultured__bacterium","Verrucomicrobiota",71
"Bin7","D1","HoS",1.23003197325955e-05,"Spirochaetaceae","Spirochaetota",71
"Bin124","D5","HoS",1.20666483985778e-05,"Bacteroidetes__vadinHA17","Bacteroidota",49
"Bin64","D1","HoS",1.19474485957267e-05,"uncultured__bacterium","Patescibacteria",72
"Bin87","D6","DR",1.19126116587917e-05,"uncultured__bacterium","Acidobacteriota",62
"Bin96","D7","DR",1.18360506763567e-05,"Oscillospiraceae","Firmicutes",58
"Bin46","D5","DR",1.17518691408462e-05,"Bacteroidaceae","Bacteroidota",57
"Bin103","D6","DR",1.16238836540821e-05,"Dethiosulfatibacteraceae","Firmicutes",63
"Bin84","D6","DL",1.15764880187487e-05,"Desulfovibrionaceae","Desulfobacterota",22
"Bin117","D5","DL",1.15352234886819e-05,"Fusibacteraceae","Firmicutes",15
