OTUID	RelAbund	Group	Kingdom	Phylum	Class	Order	Family	Genus
OTU_2613	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2613	0.00278430580341097	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2613	0	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2613	0.00030411299743442	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2616	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2616	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2616	0	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2616	8.67624598092517e-05	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2616	0.000582791246806832	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2616	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2617	7.34736270325495e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2617	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2617	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2617	0.000344713572344157	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2617	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2617	0.0017628663353953	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2624	0.000267433328147813	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2624	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2624	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2624	1.46019001842963e-05	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2624	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2624	0.0025851459945525	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2625	0.000541942587052981	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
OTU_2625	0	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
OTU_2625	0.0002880448228167	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
OTU_2625	0	D5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
OTU_2625	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
OTU_2625	0	D3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
OTU_2642	7.22727401786149e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
OTU_2642	1.81765131475266e-05	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
OTU_2642	2.17902902466661e-06	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
OTU_2642	1.66547403090849e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
OTU_2642	6.31696857961666e-06	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
OTU_2642	2.91019149060007e-06	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
OTU_2651	2.14997355532527e-06	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2651	4.22418362789388e-06	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2651	2.60888226712764e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2651	2.21157969029219e-06	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2651	2.72728186873402e-05	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2651	1.45959831854273e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2659	7.51811866598502e-07	D7	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__actinobacterium
OTU_2659	0	D3	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__actinobacterium
OTU_2659	0.000389988588765622	D0	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__actinobacterium
OTU_2659	4.53067240502148e-05	D1	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__actinobacterium
OTU_2659	0	D5	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__actinobacterium
OTU_2659	0	D6	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__actinobacterium
OTU_2664	0	D5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
OTU_2664	7.00967334922193e-07	D6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
OTU_2664	0.00114208754913571	D0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
OTU_2664	0.000144132010585015	D1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
OTU_2664	0.00641291442205701	D7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
OTU_2664	2.91584614833702e-06	D3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
OTU_2679	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2679	0.000317032133742602	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2679	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2679	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2679	1.74470736081286e-05	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2679	0	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2689	4.0005083883176e-05	D0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_2689	0.00177437829205089	D6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_2689	4.1821834861107e-06	D1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_2689	2.82421603798285e-05	D7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_2689	0.00439597841259664	D5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_2689	0.00192330864000165	D3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_2691	0	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2691	0.000472943854942096	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2691	0.000170989483532939	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2691	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2691	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2691	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2704	3.02749478236125e-05	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2704	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2704	9.00802968991442e-05	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2704	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2704	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2704	0	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2745	0	D6	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured__organism	uncultured__bacterium
OTU_2745	0.00012481486660686	D0	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured__organism	uncultured__bacterium
OTU_2745	0	D7	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured__organism	uncultured__bacterium
OTU_2745	1.43561742833667e-05	D1	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured__organism	uncultured__bacterium
OTU_2745	0	D3	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured__organism	uncultured__bacterium
OTU_2745	0	D5	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured__organism	uncultured__bacterium
OTU_2754	1.29548551110794e-05	D0	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium
OTU_2754	0	D5	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium
OTU_2754	0.000148079426104475	D1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium
OTU_2754	0	D7	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium
OTU_2754	0	D3	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium
OTU_2754	0	D6	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium
OTU_2757	2.18009313357866e-06	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2757	1.06353803705849e-05	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2757	1.93128965796558e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2757	1.49137982461373e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2757	4.08383453017018e-06	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2757	1.9118983245372e-05	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
OTU_2763	0.0868159247135791	D0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2763	6.64167877685031e-05	D5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2763	0.000182930680176565	D3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2763	1.11302386323163e-05	D7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2763	0	D6	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2763	0.00266428555151736	D1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2797	8.98007245586484e-06	D6	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
OTU_2797	4.28486648301682e-05	D0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
OTU_2797	3.71007954410543e-06	D7	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
OTU_2797	0	D5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
OTU_2797	2.91919663708547e-06	D3	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
OTU_2797	2.06339577168939e-06	D1	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
OTU_2811	0	D6	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_2811	0	D3	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_2811	0	D5	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_2811	4.00138777941034e-06	D1	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_2811	4.55368840962099e-05	D0	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_2811	0	D7	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_2817	0	D5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2817	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2817	0	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2817	0	D3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2817	4.05677972214227e-06	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2817	4.74008732746548e-05	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2859	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	bacterium__enrichment__culture__clone__AOM-SR-B4
OTU_2859	1.87938517418557e-05	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	bacterium__enrichment__culture__clone__AOM-SR-B4
OTU_2859	1.31649858581397e-05	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	bacterium__enrichment__culture__clone__AOM-SR-B4
OTU_2859	0.000337059582116632	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	bacterium__enrichment__culture__clone__AOM-SR-B4
OTU_2859	5.25369236822262e-05	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	bacterium__enrichment__culture__clone__AOM-SR-B4
OTU_2859	2.62224184820897e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	bacterium__enrichment__culture__clone__AOM-SR-B4
OTU_2872	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	uncultured__Firmicutes__bacterium
OTU_2872	0.000120419493309118	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	uncultured__Firmicutes__bacterium
OTU_2872	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	uncultured__Firmicutes__bacterium
OTU_2872	9.50667210749297e-05	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	uncultured__Firmicutes__bacterium
OTU_2872	1.58478605388273e-06	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	uncultured__Firmicutes__bacterium
OTU_2872	0	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	JTB215	uncultured__Firmicutes__bacterium
OTU_2888	0.0333050941287453	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2888	0.0179417358451131	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2888	0.0248069603287705	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2888	0.0361469663044135	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2888	0.0115166573561018	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2888	0.0277022443367902	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2896	2.02614134756181e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
OTU_2896	2.60408508650543e-05	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
OTU_2896	4.20324603493775e-05	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
OTU_2896	1.53058242027889e-05	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
OTU_2896	5.84127813033063e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
OTU_2896	8.47042046342056e-06	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
OTU_2904	0	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2904	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2904	0.00071282677432773	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2904	0	D5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2904	0.00665382434129136	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2904	1.44108830989163e-06	D3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
OTU_2910	0	D3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2910	0	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2910	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2910	0.00106874005890746	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2910	0.000431530159770819	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2910	0	D5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2915	0	D3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2915	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2915	0	D5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2915	0.00461876822622711	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2915	7.18019415244988e-07	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2915	0.000604323488535012	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2924	0	D5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2924	0.00056122092881226	D1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2924	0	D7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2924	0	D6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2924	0.00357344303844898	D0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2924	0	D3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
OTU_2926	0.147273421059379	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2926	0.00275639938763151	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2926	2.24218557947289e-06	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2926	0.116033631518245	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2926	2.87014399792067e-06	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2926	1.3721585193396e-06	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2958	0	D3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella
OTU_2958	7.67271276432495e-07	D7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella
OTU_2958	1.75006434253635e-05	D6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella
OTU_2958	0	D5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella
OTU_2958	0	D1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella
OTU_2958	3.81195628930358e-05	D0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella
OTU_2974	2.33590045580803e-05	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella
OTU_2974	4.24512304238425e-05	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella
OTU_2974	0.000251927485173859	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella
OTU_2974	3.1677245624017e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella
OTU_2974	4.73335437046387e-05	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella
OTU_2974	7.11108208582854e-05	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella
OTU_2977	6.03887345362662e-06	D5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2977	3.35719638675075e-05	D1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2977	0	D6	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2977	0.00102657118426301	D0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2977	7.42015908821085e-07	D7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_2977	5.76234072778332e-06	D3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
OTU_3008	2.14997355532527e-06	D0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_3008	1.61469015362121e-05	D3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_3008	0	D1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_3008	1.8786227673563e-05	D5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_3008	7.05357898597748e-07	D7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_3008	7.97994619874482e-06	D6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus__Riegeria
OTU_3041	8.22930521708094e-06	D1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium__sensu__stricto__5
OTU_3041	0	D7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium__sensu__stricto__5
